Valence A,Valence B,Radius A [ang],Radius B [ang],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Band gap [eV],Formation energy [eV/atom],A atomic number,B atomic number,A atomic radius,B atomic radius,A atomic volume,B atomic volume,A boiling point,B boiling point,A density,B density,A dipole polarizability,B dipole polarizability,A lattice constant,B lattice constant,A melting point,B melting point,A specific heat,B specific heat,A vdw radius,B vdw radius,A covalent radius cordero,B covalent radius cordero,A covalent radius pyykko,B covalent radius pyykko,A en pauling,B en pauling,A heat of formation,B heat of formation,A covalent radius slater,B covalent radius slater,A vdw radius uff,B vdw radius uff,A vdw radius mm3,B vdw radius mm3,A abundance crust,B abundance crust,A en ghosh,B en ghosh,A vdw radius alvarez,B vdw radius alvarez,A c6 gb,B c6 gb,A atomic weight,B atomic weight,A atomic radius rahm,B atomic radius rahm,A covalent radius pyykko double,B covalent radius pyykko double,A mendeleev number,B mendeleev number,A pettifor number,B pettifor number,A glawe number,B glawe number
0.0,1.0,0.6273291925465838,0.11801242236024845,0.035573122529644285,0.035573122529644285,0.14513339920948615,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5678449258836944,0.55,0.375,0.2721893491124261,0.242603550295858,0.0871559633027523,0.12996941896024464,0.3500331115207338,0.04646367071866149,0.4553595906058667,0.23741204422918757,0.09069400630914828,0.024973711882229237,0.2682563338301043,0.2742175856929955,0.2904530838257316,0.24834287173653113,0.033580980683506685,0.06062407132243685,0.3052631578947368,0.16842105263157903,0.38125,0.21875,0.2925170068027211,0.2448979591836734,0.7651006711409397,0.9328859060402687,0.2830728704946683,0.3053620728958233,0.42857142857142855,0.17142857142857143,0.33736689254598273,0.8610842207163607,0.21705426356589164,0.16279069767441845,2.634751779589809e-07,6.38049646973882e-06,0.34212143481621327,0.7197318905768914,0.40625,0.0,0.03685526155346909,0.02450920619436654,0.49954464552634026,0.3364752544540597,0.22727272727272751,0.2954545454545454,0.46564885496183195,0.2748091603053435,0.7029702970297029,0.9306930693069307,0.75,0.9642857142857143,0.6860465116279069,0.9534883720930234
0.5,0.5,0.2981366459627329,0.0,0.019268774703557312,0.019268774703557312,0.019268774703557312,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.6562143671607753,0.55,0.024999999999999994,0.2721893491124261,0.0,0.0871559633027523,0.0,0.3500331115207338,0.6228494020115956,0.4553595906058667,0.08251850498035272,0.09069400630914828,0.0,0.2682563338301043,0.9597615499254843,0.2904530838257316,0.6787318760665405,0.033580980683506685,0.2677563150074294,0.3052631578947368,0.20526315789473693,0.38125,0.0,0.2925170068027211,0.0,0.7651006711409397,0.8389261744966444,0.2830728704946683,0.6378004609812316,0.42857142857142855,0.0,0.33736689254598273,0.7899322362052279,0.21705426356589164,0.0,2.634751779589809e-07,3.545851072631545e-05,0.34212143481621327,0.5807685972403481,0.40625,0.018750000000000044,0.03685526155346909,0.0,0.49954464552634026,0.01915458492459924,0.22727272727272751,0.0,0.46564885496183195,0.0,0.7029702970297029,0.7920792079207921,0.75,0.9285714285714285,0.6860465116279069,0.9069767441860466
0.0,1.0,0.6273291925465838,0.30434782608695654,0.30657114624505927,0.30657114624505927,0.30657114624505927,0.1473684210526316,0.1473684210526316,0.1473684210526316,0.0,0.5674648422652984,0.55,1.0,0.2721893491124261,0.42603550295857995,0.0871559633027523,0.25535168195718655,0.3500331115207338,0.23645399196644695,0.4553595906058667,0.42095403454263,0.09069400630914828,0.07229232386961093,0.2682563338301043,0.3666169895678092,0.2904530838257316,0.09003053062930244,0.033580980683506685,0.0,0.3052631578947368,0.2842105263157896,0.38125,0.4,0.2925170068027211,0.44897959183673475,0.7651006711409397,0.7449664429530202,0.2830728704946683,0.18771054431245404,0.42857142857142855,0.42857142857142855,0.33736689254598273,0.9288480154888679,0.21705426356589164,0.39534883720930236,2.634751779589809e-07,2.765957453674362e-08,0.34212143481621327,0.5648733575763719,0.40625,0.4125000000000001,0.03685526155346909,0.06307157663699549,0.49954464552634026,1.0,0.22727272727272751,0.5113636363636362,0.46564885496183195,0.48091603053435106,0.7029702970297029,0.9504950495049505,0.75,0.9404761904761904,0.6860465116279069,0.9767441860465116
0.0,1.0,0.6273291925465838,0.13664596273291924,0.2561758893280633,0.26161067193675885,0.4949357707509881,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.4878373242113265,0.55,0.26250000000000007,0.2721893491124261,0.18934911242603547,0.0871559633027523,0.04021406727828747,0.3500331115207338,0.43682114307384334,0.4553595906058667,0.303664443022937,0.09069400630914828,0.1643007360672976,0.2682563338301043,0.08792846497764528,0.2904530838257316,0.5501665834716691,0.033580980683506685,0.10817236255572063,0.3052631578947368,0.2789473684210527,0.38125,0.34375,0.2925170068027211,0.2517006802721088,0.7651006711409397,0.5838926174496645,0.2830728704946683,0.4256477799447836,0.42857142857142855,0.31428571428571433,0.33736689254598273,0.2768635043562442,0.21705426356589164,0.07751937984496116,2.634751779589809e-07,0.00036169964628790687,0.34212143481621327,0.2413193872508641,0.40625,0.35624999999999996,0.03685526155346909,0.09294598219729301,0.49954464552634026,0.22300539892021595,0.22727272727272751,0.31818181818181834,0.46564885496183195,0.25190839694656486,0.7029702970297029,0.49504950495049505,0.75,0.5833333333333333,0.6860465116279069,0.5465116279069768
0.0,1.0,0.6273291925465838,0.18633540372670804,0.25741106719367585,0.25741106719367585,0.25741106719367585,0.16842105263157903,0.16842105263157903,0.16842105263157903,0.0,0.6104142911440517,0.55,0.925,0.2721893491124261,0.2248520710059172,0.0871559633027523,0.0602446483180428,0.3500331115207338,0.7119014691704384,0.4553595906058667,0.9999999999999999,0.09069400630914828,0.08806519453207151,0.2682563338301043,0.23099850968703428,0.2904530838257316,0.71065553788468,0.033580980683506685,0.0026745913818722183,0.3052631578947368,0.3157894736842105,0.38125,0.35625000000000007,0.2925170068027211,0.2517006802721088,0.7651006711409397,0.9463087248322152,0.2830728704946683,0.7695093842607836,0.42857142857142855,0.28571428571428575,0.33736689254598273,0.18828654404646672,0.21705426356589164,0.16279069767441845,2.634751779589809e-07,1.0638297898747547e-09,0.34212143481621327,1.0,0.40625,0.33125000000000004,0.03685526155346909,0.06444336056578466,0.49954464552634026,0.91702946539405,0.22727272727272751,0.31818181818181834,0.46564885496183195,0.2824427480916031,0.7029702970297029,0.6336633663366337,0.75,0.6785714285714285,0.6860465116279069,0.627906976744186
0.0,1.0,0.6273291925465838,0.2111801242236025,0.0775691699604743,0.0775691699604743,0.0775691699604743,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.42854427974154313,0.55,0.48750000000000004,0.2721893491124261,0.242603550295858,0.0871559633027523,0.07339449541284404,0.3500331115207338,0.8028402326673924,0.4553595906058667,0.4425660239422462,0.09069400630914828,0.17481598317560465,0.2682563338301043,0.12816691505216093,0.2904530838257316,0.7707300651242701,0.033580980683506685,0.03774145616641902,0.3052631578947368,0.33684210526315794,0.38125,0.4375,0.2925170068027211,0.3605442176870748,0.7651006711409397,0.9194630872483224,0.2830728704946683,0.7568197360755806,0.42857142857142855,0.3428571428571429,0.33736689254598273,0.2909002904162634,0.21705426356589164,0.18604651162790686,2.634751779589809e-07,4.252836889989311e-06,0.34212143481621327,0.24107801274660112,0.40625,0.35624999999999996,0.03685526155346909,0.1418729423241068,0.49954464552634026,0.4405554532657825,0.22727272727272751,0.44318181818181834,0.46564885496183195,0.3282442748091603,0.7029702970297029,0.504950495049505,0.75,0.5595238095238095,0.6860465116279069,0.558139534883721
0.0,1.0,0.6273291925465838,0.22981366459627328,0.28754940711462446,0.28754940711462446,0.28754940711462446,0.12631578947368416,0.12631578947368416,0.12631578947368416,0.20398649734769325,0.3409350057012543,0.55,0.4750000000000001,0.2721893491124261,0.28402366863905326,0.0871559633027523,0.09480122324159021,0.3500331115207338,0.8273672850628363,0.4553595906058667,0.3671753632459106,0.09069400630914828,0.203732912723449,0.2682563338301043,0.15052160953800292,0.2904530838257316,0.7274880141160628,0.033580980683506685,0.04279346210995543,0.3052631578947368,0.3421052631578948,0.38125,0.5000000000000001,0.2925170068027211,0.4217687074829932,0.7651006711409397,0.5436241610738256,0.2830728704946683,0.8505610293558927,0.42857142857142855,0.3428571428571429,0.33736689254598273,0.3455953533397873,0.21705426356589164,0.21705426356589164,2.634751779589809e-07,7.091950372214061e-05,0.34212143481621327,0.22087477668106892,0.40625,0.42500000000000004,0.03685526155346909,0.15863919034264112,0.49954464552634026,0.42549099091072873,0.22727272727272751,0.5227272727272729,0.46564885496183195,0.3587786259541984,0.7029702970297029,0.4653465346534653,0.75,0.5238095238095238,0.6860465116279069,0.5232558139534884
0.0,1.0,0.6273291925465838,0.19254658385093165,0.07485177865612647,0.07485177865612647,0.07485177865612647,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.4908779931584949,0.55,0.9,0.2721893491124261,0.23076923076923084,0.0871559633027523,0.0649847094801223,0.3500331115207338,0.9943399109856668,0.4553595906058667,0.9360321666818969,0.09069400630914828,0.10909568874868561,0.2682563338301043,0.07004470938897167,0.2904530838257316,0.9341211706116572,0.033580980683506685,0.004160475482912332,0.3052631578947368,0.3315789473684211,0.38125,0.41875000000000007,0.2925170068027211,0.3129251700680272,0.7651006711409397,0.7449664429530202,0.2830728704946683,0.9024847394949469,0.42857142857142855,0.28571428571428575,0.33736689254598273,0.24346563407550836,0.21705426356589164,0.1705426356589146,2.634751779589809e-07,0.0,0.34212143481621327,0.952209115213562,0.40625,0.3812500000000001,0.03685526155346909,0.08593464211681502,0.49954464552634026,0.8872829394517135,0.22727272727272751,0.5000000000000004,0.46564885496183195,0.3129770992366412,0.7029702970297029,0.5544554455445545,0.75,0.6071428571428571,0.6860465116279069,0.5813953488372092
0.0,1.0,0.6273291925465838,0.18633540372670804,0.25839920948616596,0.25839920948616596,0.25839920948616596,0.15263157894736845,0.15263157894736845,0.15263157894736845,0.0,0.5794374762447738,0.55,0.5125000000000001,0.2721893491124261,0.21301775147928992,0.0871559633027523,0.056574923547400624,0.3500331115207338,0.6685074533938836,0.4553595906058667,0.5426299917755641,0.09069400630914828,0.13538380651945323,0.2682563338301043,0.06110283159463492,0.2904530838257316,0.6816340271409168,0.033580980683506685,0.03387815750371471,0.3052631578947368,0.3157894736842105,0.38125,0.38750000000000007,0.2925170068027211,0.27210884353741494,0.7651006711409397,0.9463087248322152,0.2830728704946683,0.7462070362959399,0.42857142857142855,0.2571428571428572,0.33736689254598273,0.24782187802516953,0.21705426356589164,0.14728682170542617,2.634751779589809e-07,1.0638297898747547e-09,0.34212143481621327,0.2815110930907341,0.40625,0.36250000000000004,0.03685526155346909,0.10818802585050603,0.49954464552634026,0.4658969196259758,0.22727272727272751,0.36363636363636376,0.46564885496183195,0.2748091603053435,0.7029702970297029,0.5841584158415841,0.75,0.6547619047619048,0.6860465116279069,0.6162790697674418
0.0,1.0,0.6273291925465838,0.20496894409937888,0.27865612648221344,0.28507905138339923,0.5638586956521738,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5028506271379704,0.55,0.6000000000000001,0.2721893491124261,0.36094674556213024,0.0871559633027523,0.21100917431192656,0.3500331115207338,0.2411707328117247,0.4553595906058667,0.28132139267111395,0.09069400630914828,0.05914826498422713,0.2682563338301043,0.33084947839046197,0.2904530838257316,0.19433384024238765,0.033580980683506685,0.024071322436849923,0.3052631578947368,0.2789473684210527,0.38125,0.34375,0.2925170068027211,0.37414965986394555,0.7651006711409397,0.8456375838926175,0.2830728704946683,0.25711101542514114,0.42857142857142855,0.3428571428571429,0.33736689254598273,0.9530493707647634,0.21705426356589164,0.28682170542635643,2.634751779589809e-07,7.067375904067954e-07,0.34212143481621327,0.6250611355371686,0.40625,0.36875000000000013,0.03685526155346909,0.061699792708206316,0.49954464552634026,0.5683021811479289,0.22727272727272751,0.46590909090909083,0.46564885496183195,0.41984732824427484,0.7029702970297029,0.9405940594059405,0.75,0.9523809523809522,0.6860465116279069,0.9651162790697674
